% Model:              ModalMasses.mph
% Version:            COMSOL 4.2.1.110
% Date:               May 31 2012, 15:02
% Table:              Table 3 - Point Evaluation 2 (w)
% Eigenfrequency                                  Displacement field, Z component (m), Point: 1     Displacement field, Z component (m), Point: 2     Displacement field, Z component (m), Point: 3     Displacement field, Z component (m), Point: 4     Displacement field, Z component (m), Point: 5
0.0014203318061296298i                            2.634228562900898                                 2.634228562901675                                 2.634228562901674                                 2.6342285629046103                                2.634228562904591
585.747437683654                                  0.0020419124127025786                             -0.0013039960887955945                            -0.0013575995686103204                            -0.014112029446301152                             -0.014067643938292653
694.8041395466646                                 0.05192241228223687                               0.0514709227263506                                0.05134371672789128                               0.049422641193898595                              0.04955645471420697
1124.1700960461212                                0.06798877209364386                               -0.005631003214129524                             -0.005400273793484557                             -0.2827060459276429                               -0.28288939387975337
1423.1585642807847                                0.16843111868544544                               0.01682132577788466                               0.01640788717056695                               -0.5574801902625791                               -0.5562221323102166
1711.143730211119                                 -1.3339018071476727                               -0.9821649993005551                               -0.9814941024747996                               0.343553893489824                                 0.3463825306958882
1880.428727540187                                 -0.010368318173798224                             0.1643354980777681                                0.1645829281763432                                0.821142651860694                                 0.8225528641764424
2063.115645608141                                 -0.21467553611098117                              -0.3262229276294986                               -0.3249809696932256                               -0.7501433504554205                               -0.7465686392172234
2438.678917095571                                 2.798487292187928                                 2.681139237084413                                 2.680183905959542                                 2.2321991909435006                                2.2297399611518163
2577.1397199353737                                -0.051519724293492664                             -0.052550945802529614                             -0.04840302475048269                              -0.04462255476364714                              -0.04700079597653121
2829.3964492879877                                -0.02177955087119516                              -0.016115654504240618                             -0.015289737030874481                             0.0018909327824499767                             0.008237016111639309
2856.175060333229                                 0.07795272011234297                               0.09625331864505608                               0.09177401601018374                               0.15036669200336739                               0.15642791703307038
3601.4993017601937                                0.14787886712240433                               0.4951254623000739                                0.49524923848879665                               1.8059492985128687                                1.8010718391976992
4039.9693591683113                                0.029907052798630436                              -0.06067036788813605                              -0.05993179714877067                              -0.39469177402032923                              -0.39922286338099455
5117.167034566054                                 0.8203945711293125                                0.8701201071223269                                0.8707841175336514                                1.0503216856938424                                1.0539922551412595
5442.256009323301                                 -0.2642648856912041                               0.0910602199666207                                0.09065675714622076                               1.4322034513858413                                1.4260027207586417
5493.761186057144                                 -0.7944094209617899                               -0.6987605956980053                               -0.694033192184618                                -0.32490426459790167                              -0.32290015145905215
5562.619110274648                                 0.9956066593945967                                0.9592496388346637                                0.9621428680545253                                0.8222674939531585                                0.806732807608889
6351.550848191616                                 -0.04594304031743114                              -0.07094808228602614                              -0.0828104648975508                               -0.16201366900928632                              -0.17365587020159767
6904.926030604685                                 -0.6668199806880515                               -0.3637044198881012                               -0.35620517209548463                              0.7656847016826661                                0.8005085542403662
